,GameDuration,Winner,firstTower,firstInhibitor,firstDragon,firstRiftHerald,bluebaronKills,redbaronKills,blueriftHeraldKills,redriftHeraldKills,bluedragonKills,reddragonKills,blueElemDragNum,blueFIRE_DRAGON,blueEARTH_DRAGON,redElemDragNum,redFIRE_DRAGON,redEARTH_DRAGON,1FIRE_DRAGONteam,1FIRE_DRAGONtime,2EARTH_DRAGONteam,2EARTH_DRAGONtime,RIFTHERALD1team,RIFTHERALD1time,firstBaron,1ELDER_DRAGONteam,1ELDER_DRAGONtime,blueAIR_DRAGON,FIRE_DRAGONSoulteam,FIRE_DRAGONSoultime,redAIR_DRAGON,1AIR_DRAGONteam,1AIR_DRAGONtime,3FIRE_DRAGONteam,3FIRE_DRAGONtime,4FIRE_DRAGONteam,4FIRE_DRAGONtime,BARON_NASHOR1team,BARON_NASHOR1time,blueWATER_DRAGON,redWATER_DRAGON,1WATER_DRAGONteam,1WATER_DRAGONtime,2WATER_DRAGONteam,2WATER_DRAGONtime,RIFTHERALD2team,RIFTHERALD2time,3AIR_DRAGONteam,3AIR_DRAGONtime,4AIR_DRAGONteam,4AIR_DRAGONtime,EARTH_DRAGONSoulteam,EARTH_DRAGONSoultime,2AIR_DRAGONteam,2AIR_DRAGONtime,3EARTH_DRAGONteam,3EARTH_DRAGONtime,4EARTH_DRAGONteam,4EARTH_DRAGONtime,WATER_DRAGONSoulteam,WATER_DRAGONSoultime,3WATER_DRAGONteam,3WATER_DRAGONtime,4WATER_DRAGONteam,4WATER_DRAGONtime,AIR_DRAGONSoulteam,AIR_DRAGONSoultime,5AIR_DRAGONteam,5AIR_DRAGONtime,2FIRE_DRAGONteam,2FIRE_DRAGONtime,1EARTH_DRAGONteam,1EARTH_DRAGONtime,5EARTH_DRAGONteam,5EARTH_DRAGONtime,BARON_NASHOR2team,BARON_NASHOR2time,5WATER_DRAGONteam,5WATER_DRAGONtime,6WATER_DRAGONteam,6WATER_DRAGONtime,5FIRE_DRAGONteam,5FIRE_DRAGONtime,6FIRE_DRAGONteam,6FIRE_DRAGONtime,BARON_NASHOR3team,BARON_NASHOR3time,6EARTH_DRAGONteam,6EARTH_DRAGONtime,6AIR_DRAGONteam,6AIR_DRAGONtime,7FIRE_DRAGONteam,7FIRE_DRAGONtime,7EARTH_DRAGONteam,7EARTH_DRAGONtime,BARON_NASHOR4team,BARON_NASHOR4time,2ELDER_DRAGONteam,2ELDER_DRAGONtime,7AIR_DRAGONteam,7AIR_DRAGONtime,7WATER_DRAGONteam,7WATER_DRAGONtime,3ELDER_DRAGONteam,3ELDER_DRAGONtime,BARON_NASHOR5team,BARON_NASHOR5time,soul_team
3431601156,1218,blue,blue,blue,blue,red,0,0,1,1,1,2,1,1,0,2,0,1,blue,368091,red,814081,red,657981,,,,0,,,1,,,,,,,,,,,,,,,blue,1092468,red,1162052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3426358277,1334,red,red,red,red,blue,0,0,1,1,0,3,0,,0,3,,1,,,,,blue,594259,,,,0,,,1,,,,,,,,,0,1,,,,,red,1138697,,,,,,,red,755453,,,,,,,red,1081060,,,,,,,,,red,428301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3430945796,1583,red,red,red,blue,blue,0,1,1,0,1,2,1,1,0,2,0,1,blue,554226,red,959752,blue,893112,red,,,,,,,,,,,,,red,1446273,0,1,,,,,,,,,,,,,,,,,,,,,red,1287739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3326350343,1037,red,red,,blue,blue,0,0,1,0,1,1,1,,0,1,,1,,,red,905099,blue,753496,,,,,,,,,,,,,,,,1,0,blue,499997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3308000263,1441,red,blue,,red,blue,0,0,2,0,2,1,2,,1,1,,0,,,,,blue,556996,,,,0,,,1,red,522535,,,,,,,1,0,,,blue,832788,blue,957078,,,,,,,,,blue,1171389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3443790854,1476,blue,blue,blue,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3438941192,1540,red,blue,blue,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3419804682,925,blue,blue,,blue,blue,0,0,1,0,2,0,2,,1,0,,0,,,blue,743100,blue,523974,,,,,,,,,,,,,,,,1,0,blue,379379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3441824780,2191,red,red,,blue,red,0,2,0,1,2,3,2,1,1,3,0,2,blue,578303,,,red,587815,red,,,,,,,,,,,,,red,1527137,0,1,,,red,991786,,,,,,,,,,,blue,1351497,red,1657318,,,,,,,,,,,,,,,red,1980165,red,2097078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3430683661,1461,blue,red,blue,blue,,0,2,0,0,4,1,4,0,,1,1,,,,,,,,red,,,1,,,0,blue,473857,,,,,red,765523,3,0,,,,,,,,,,,,,,,,,,,blue,1221937,blue,808633,blue,1007761,,,,,red,629133,,,,,red,1404002,blue,1221937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blue
3429897221,1301,blue,red,blue,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3440645135,1297,blue,blue,red,blue,,0,1,0,0,3,1,3,1,1,1,1,0,,,,,,,red,,,,,,,,,red,938244,blue,1108697,red,962998,1,0,,,blue,729730,,,,,,,,,,,,,,,,,,,,,,,,,,,blue,567405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446674442,1359,blue,red,red,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3445888016,1108,blue,red,blue,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3433698322,1304,red,blue,blue,blue,,0,1,0,0,4,1,4,2,1,1,1,0,,,blue,617016,,,red,,,1,blue,1218679,0,blue,333103,blue,817815,red,1000915,red,1115314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blue,1218679,,,,,,,,,,,,,,,,,,,,,,,,,blue
3435271189,795,blue,blue,blue,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3445101599,1074,blue,blue,blue,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3412857890,1531,blue,red,blue,red,blue,1,0,1,0,2,1,2,,1,1,,0,,,,,blue,1162999,blue,,,0,,,1,red,705106,,,,,blue,1436244,1,0,,,blue,1064130,,,,,,,,,,,blue,1372750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448640546,1269,blue,blue,,red,blue,1,0,2,0,2,1,2,0,1,1,1,0,red,356816,,,blue,501496,blue,,,,,,,,,,,,,blue,1252295,1,0,,,blue,670421,blue,879292,,,,,,,,,blue,998434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446543396,1877,red,red,red,red,red,0,1,0,2,0,4,0,0,0,4,1,1,,,,,red,643966,red,,,,,,,,,,,,,red,1288922,0,2,,,,,red,1020273,,,,,,,,,,,,,red,1821960,red,1500191,red,1821960,,,,,red,1158724,red,797398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red
3441169445,1534,blue,blue,,blue,blue,0,0,1,0,4,0,4,1,1,0,0,0,blue,494057,blue,867510,blue,717209,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,blue,1517775,blue,1192886,blue,1517775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blue
3425440804,1897,red,red,red,blue,red,0,0,0,1,1,3,1,1,0,3,0,1,blue,505076,red,1088689,red,760918,,,,,,,,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,red,1446030,red,1760443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3425834020,1250,red,blue,red,blue,,0,2,0,0,2,3,2,0,1,3,1,0,,,,,,,red,,,1,,,2,,,,,,,red,828718,,,,,,,,,blue,774802,red,984315,,,,,,,,,,,,,,,,,red,1174404,red,583767,blue,410266,,,red,1204194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3430814761,1247,red,blue,,red,blue,0,0,1,0,0,3,0,,0,3,,1,,,red,844616,blue,671503,,,,0,,,1,,,,,,,,,0,1,red,514211,,,,,red,1166889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3439203371,986,red,red,,blue,blue,0,0,1,0,1,1,1,0,,1,1,,,,,,blue,831908,,,,1,,,0,blue,348756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red,671341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3431339052,1752,blue,blue,red,blue,,0,1,0,0,3,4,3,1,1,4,0,4,blue,445201,,,,,red,,,,,,,,,,,,,red,1204655,1,0,,,blue,657722,,,,,,,red,1643784,,,red,867044,red,1071773,,,,,,,,,,,,,,,blue,1280238,,,,,,,,,,,,,red,1462741,,,,,red,1643784,,,,,,,,,,,,,red
3392148528,1905,red,red,red,red,red,0,1,0,1,0,4,0,0,0,4,2,1,,,,,red,1103374,red,,,0,red,1700499,1,,,red,1381964,red,1700499,red,1546718,,,,,,,,,,,,,,,red,1056011,,,,,,,,,,,,,,,,,red,725869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red
3399750705,921,red,blue,red,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3390051377,1136,red,red,red,red,blue,0,0,1,1,0,2,0,,0,2,,1,,,,,blue,658908,,,,,,,,,,,,,,,,0,1,,,red,864329,red,1094606,,,,,,,,,,,,,,,,,,,,,,,,,red,472768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3431470134,1212,blue,blue,,blue,,0,0,0,0,2,0,2,,1,0,,0,,,blue,1145162,,,,,,,,,,,,,,,,,,1,0,blue,805775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3444184122,1780,blue,blue,blue,red,blue,0,0,2,0,1,3,1,,0,3,,1,,,,,blue,650287,,,,1,,,1,,,,,,,,,0,1,,,red,984455,blue,1070002,red,1305898,blue,1650873,,,,,,,,,,,,,,,,,,,,,red,604313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3438810171,2125,red,red,red,red,red,0,2,0,2,1,4,1,0,1,4,1,2,red,430157,,,red,608289,red,,,0,,,1,,,,,,,red,1402946,,,,,,,red,995173,,,,,red,1736405,red,752631,red,1103088,blue,1414141,,,,,,,,,,,,,,,red,1736405,red,1992024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red
3401716798,1429,blue,blue,red,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3433436227,1477,red,blue,red,red,blue,0,1,1,1,0,4,0,,0,4,,2,,,,,blue,719213,red,,,0,,,1,,,,,,,red,1356253,0,1,red,379319,,,red,1148521,,,,,red,1385424,red,691303,red,1056489,red,1385424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red
3401716804,1724,blue,red,blue,blue,red,1,1,0,2,3,1,3,1,0,1,0,1,blue,622881,red,955807,red,595433,red,,,,,,,,,,,,,red,1239199,2,0,,,,,red,1046679,,,,,,,,,,,,,,,blue,1306483,blue,1611039,,,,,,,,,,,blue,1650653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3444970566,1360,blue,red,red,blue,,1,0,0,0,5,0,4,,2,0,,0,,,,,,,blue,blue,1311424,1,,,0,blue,510715,,,,,blue,1203257,1,0,,,blue,663658,,,,,,,blue,1005822,,,blue,829830,blue,1005822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blue
3448378441,1878,red,blue,red,red,red,0,1,0,1,2,3,2,,0,3,,1,,,,,red,599586,red,,,1,,,0,,,,,,,red,1546507,1,2,,,,,,,,,,,,,blue,739883,,,,,,,blue,1055020,red,1420777,,,,,,,red,371736,,,,,red,1770750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3441038411,1191,red,blue,blue,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446936651,1096,red,red,,red,red,0,0,0,2,0,2,0,,0,2,,1,,,,,red,629626,,,,,,,,,,,,,,,,0,1,,,red,897136,red,1067781,,,,,,,,,,,,,,,,,,,,,,,,,red,544544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3392279629,1754,blue,blue,blue,red,blue,0,1,1,0,1,4,1,0,1,4,1,2,red,339772,,,blue,704223,red,,,,,,,,,,,,,red,1244096,0,1,,,red,680806,,,,,,,red,1625083,,,red,992336,blue,1311265,,,,,,,,,,,,,,,red,1625083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red
3401454669,1916,blue,red,blue,blue,red,2,0,1,1,2,1,2,,1,1,,0,,,,,red,583686,blue,,,1,,,0,blue,891540,,,,,blue,1271097,0,1,,,red,1203121,blue,1030209,,,,,,,,,blue,1619408,,,,,,,,,,,,,,,,,,,blue,1682627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3424130126,1159,blue,red,blue,blue,,0,0,0,0,2,2,2,1,1,2,0,0,,,,,,,,,,0,,,2,,,,,,,,,,,,,,,,,red,808007,red,984037,,,,,,,,,,,,,,,,,,,blue,643112,blue,468792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3383628876,1600,red,red,red,blue,red,0,1,0,1,1,2,1,1,,2,0,,blue,547822,,,red,842783,red,,,0,,,1,,,,,,,red,1354808,0,1,,,,,,,,,,,,,red,876479,,,,,,,red,1263778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3410236498,1976,red,red,red,blue,blue,0,2,2,0,2,2,2,1,0,2,0,1,blue,467096,red,836456,blue,611576,red,,,,,,,,,,,,,red,1500910,1,1,,,,,blue,1184025,,,,,,,,,,,,,,,blue,1330391,red,1707261,,,,,,,,,,,red,1930099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3434878040,1618,blue,red,blue,red,red,1,0,1,1,1,3,1,0,1,3,1,1,red,376818,,,red,620119,blue,,,,,,,,,,,,,blue,1513791,0,1,,,red,701453,blue,1120168,,,,,,,,,red,1105493,blue,1426554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3444839513,1419,red,red,,blue,red,0,0,0,1,2,1,2,1,1,1,0,0,blue,544657,blue,993926,red,883461,,,,0,,,1,,,,,,,,,,,,,,,,,red,1321234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3337753697,1351,red,red,red,red,red,0,0,0,2,0,3,0,,0,3,,1,,,red,870362,red,680623,,,,0,,,1,,,,,,,,,0,1,red,517462,,,red,1084519,red,1269424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3435926626,1444,red,blue,blue,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3429504105,1197,red,red,red,red,red,0,0,0,2,0,3,0,0,0,3,1,1,,,,,red,497745,,,,0,,,1,red,355983,,,,,,,,,,,,,red,951620,,,,,,,,,red,1029703,,,,,,,,,,,,,red,703730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3391624300,2370,blue,blue,red,blue,blue,1,2,1,1,3,3,3,,0,3,,1,,,red,650355,blue,613758,red,,,1,,,0,blue,330435,,,,,red,1242669,2,2,,,,,red,1065631,,,,,,,,,,,,,,,red,959395,blue,1280870,,,,,,,,,,,red,1642338,blue,1643990,red,2043197,,,,,blue,2080594,,,,,,,,,,,,,,,,,,,,,
3396473969,1693,red,blue,red,blue,blue,0,1,2,0,3,1,3,1,1,1,1,0,,,,,blue,633740,red,,,1,,,0,,,blue,1070770,red,1388513,red,1450276,,,,,,,blue,1190234,,,,,,,blue,741282,,,,,,,,,,,,,,,,,blue,403698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3421377650,1268,blue,blue,blue,red,blue,0,0,1,0,2,1,2,,1,1,,0,,,,,blue,827646,,,,0,,,1,red,382745,,,,,,,1,0,,,blue,698637,,,,,,,,,,,blue,1081406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3414824054,1272,blue,blue,blue,blue,blue,0,0,1,0,2,1,2,0,1,1,1,0,,,,,blue,748758,,,,1,,,0,blue,408314,,,,,,,,,,,,,,,,,,,,,,,blue,1128408,,,,,,,,,,,,,red,779247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3420066934,765,red,blue,blue,red,,0,0,0,0,1,1,1,,1,1,,0,,,blue,648203,,,,,,,,,,,,,,,,,,0,1,red,480463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3431076985,1101,blue,blue,blue,red,,0,0,0,0,1,2,1,0,0,2,1,1,,,,,,,,,,1,,,0,,,red,925795,,,,,,,,,,,,,,,,,,,blue,697290,,,,,,,,,,,,,,,,,red,528364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3432125562,1061,red,blue,blue,red,,0,1,0,0,2,2,2,,1,2,,1,,,,,,,red,,,0,,,1,red,443207,,,,,red,857990,1,0,,,blue,637221,,,,,,,,,,,blue,810387,red,993859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3447329915,2110,red,red,red,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3404731519,1524,blue,red,,blue,blue,1,0,1,0,3,1,3,1,0,1,0,1,blue,481650,red,825580,blue,1013444,blue,,,2,,,0,,,,,,,blue,1320945,,,,,,,,,blue,1141025,blue,1455135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3433305216,1371,blue,red,red,red,,1,1,0,0,3,3,3,3,0,3,1,1,,,red,616335,,,red,,,0,,,1,red,452203,red,791111,blue,969584,red,755596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blue,1255998,,,,,blue,1143200,blue,1311167,,,,,,,,,,,,,,,,,,,,,,,
3446805634,640,red,red,red,,red,0,0,0,1,0,0,,,,,,,,,,,red,493874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3447460994,1925,red,red,red,red,red,0,1,0,1,1,4,1,1,0,4,0,1,,,,,red,740329,red,,,,,,,,,,,,,red,1586729,0,3,,,,,,,,,,,,,,,,,,,red,1857259,red,1210164,red,1524948,,,,,blue,883684,red,566903,,,,,red,1857259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red
3421508738,1472,blue,blue,blue,blue,,0,1,0,0,4,1,4,1,,1,0,,blue,408238,,,,,red,,,2,,,1,,,,,,,red,1188171,1,0,,,blue,588222,,,blue,786509,red,969015,,,,,,,,,,,,,,,blue,1134591,blue,1134591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blue
3420853379,1110,red,blue,red,blue,,0,0,0,0,1,2,1,1,,2,0,,blue,602784,,,,,,,,0,,,1,,,,,,,,,0,1,,,red,800272,,,red,994065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3444053124,1698,blue,blue,blue,blue,blue,0,1,1,0,3,1,3,1,1,1,0,1,blue,466457,,,blue,1113219,red,,,,,,,,,,,,,red,1461206,1,0,,,blue,851721,,,,,,,,,,,blue,1197707,red,1510356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3432387716,1322,red,red,red,blue,red,0,0,0,1,1,1,1,,1,1,,0,,,,,red,816491,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,red,997556,,,,,,,,,,,,,,,,,blue,686196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3425309833,889,blue,blue,blue,blue,,0,0,0,0,3,0,3,,1,0,,0,,,,,,,,,,1,,,0,,,,,,,,,1,0,blue,463583,,,,,,,,,,,blue,660694,blue,839066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3412333712,1745,blue,red,blue,red,red,1,0,1,1,2,2,2,1,0,2,0,1,,,,,red,600373,blue,,,,,,,,,,,,,blue,1403850,1,1,,,,,blue,1136404,,,,,,,,,,,,,,,red,1169932,blue,1486754,,,,,blue,818881,red,466880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3389133970,1675,blue,blue,blue,red,blue,0,1,2,0,2,2,2,0,,2,1,,red,352591,,,blue,585217,red,,,1,,,1,,,,,,,red,1294760,1,0,,,blue,721375,blue,1159034,red,1046023,blue,1440793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448378517,1678,red,blue,blue,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3414037653,1030,blue,blue,blue,red,blue,0,0,2,0,1,1,1,,,1,,,,,,,blue,527161,,,,0,,,1,red,485514,,,,,,,1,0,,,blue,903627,blue,977951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3409450135,1244,red,red,red,red,red,0,0,0,2,0,3,0,,0,3,,1,,,,,red,699258,,,,0,,,1,,,,,,,,,0,1,,,,,red,1140985,,,,,,,red,874230,,,,,,,red,1193299,,,,,,,,,red,491599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3441562775,1711,red,blue,red,blue,blue,0,1,2,0,1,3,1,,0,3,,2,,,,,blue,644272,red,,,0,,,1,,,,,,,red,1305860,1,0,blue,510183,,,blue,1058191,,,,,,,red,854426,red,1175767,red,1486705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3421901980,1216,blue,blue,blue,blue,blue,0,0,2,0,3,0,3,,1,0,,0,,,blue,777263,blue,550949,,,,1,,,0,blue,360434,,,,,,,1,0,,,,,blue,1020764,,,,,,,,,,,,,,,blue,1099350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3436188832,1693,red,blue,red,blue,blue,0,1,1,0,2,3,2,0,1,3,1,0,,,,,blue,796585,red,,,,,,,,,,,,,red,1550653,1,2,,,,,,,,,,,,,,,,,,,,,blue,1015600,red,1332474,,,,,red,691231,blue,343992,,,,,red,1644441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3409450145,1251,blue,blue,,blue,blue,0,0,1,0,3,0,3,1,1,0,0,0,,,,,blue,706886,,,,1,,,0,,,blue,1195894,,,,,,,,,,,,,,,,,,,blue,853629,,,,,,,,,,,,,,,,,blue,447799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446543525,1824,blue,red,blue,red,red,2,0,0,1,2,2,2,,1,2,,0,,,blue,885061,red,995169,blue,,,0,,,1,red,515863,,,,,blue,1287198,1,1,,,,,,,,,,,,,,,,,,,,,blue,1202237,red,1514782,,,,,,,,,,,blue,1711971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3431470247,2087,red,blue,red,blue,red,0,1,0,1,3,1,3,2,,1,0,,,,,,red,864552,red,,,1,,,0,blue,815768,blue,1589825,blue,1923073,red,1541805,0,1,,,red,1195127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3441562792,1023,red,red,red,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3425309865,728,red,red,red,red,,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3433567404,205,blue,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3425309869,1991,red,blue,red,red,blue,0,2,1,0,1,4,1,1,0,4,0,3,,,,,blue,902897,red,,,,,,,,,,,,,red,1409835,0,1,red,436957,,,,,,,,,red,1782932,,,red,1157866,red,1476527,,,,,,,,,,,blue,767026,,,red,1782932,red,1861827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red
3442611377,1443,red,red,,blue,red,0,1,0,2,1,2,1,,0,2,,1,,,,,red,647071,red,,,1,,,0,blue,556416,,,,,red,1311599,0,1,,,red,928938,red,1029286,,,,,,,,,red,1250863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3441824946,787,blue,blue,blue,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
